Noise Rate,Model,mean_recall,std_recall,all_zero_floor,CV
0.0,NN,0.5585585585585585,0.01685431255303582,False,0.030174656344951225
0.0,SVM,0.6126126126126126,0.11554734539081675,False,0.18861404909383322
0.1,NN,0.4036036036036036,0.02479524134148269,False,0.061434638145191484
0.1,SVM,0.4900900900900901,0.145070223319668,False,0.2960072571412344
0.25,NN,0.3099099099099099,0.045426314362085454,False,0.1465790957613804
0.25,SVM,0.3801801801801802,0.17121858044258878,False,0.4503616689366672
0.4,NN,0.18108108108108106,0.053145517851360805,False,0.29349017320900744
0.4,SVM,0.26216216216216215,0.15974804648970262,False,0.6093482185689688
