Noise Rate,Model,Balancing,Accuracy,Macro F1,Weighted F1,Target Recall,Target Precision
0.0,SVM,None,0.9448932487016733,0.7526936962838139,0.9417172409151171,0.7068702290076336,0.734920634920635
0.0,NN,None,0.9424408540103866,0.7781829858783104,0.9422541955749207,0.76793893129771,0.6909340659340659
0.0,SVM,ROS,0.9156087709174842,0.725518824676378,0.922315661662439,0.7618320610687023,0.5788863109048724
0.0,NN,ROS,0.9431621465666474,0.7637359122287259,0.9426373873479333,0.7221374045801526,0.7299382716049383
0.0,SVM,RUS,0.8088574725908828,0.5955921290410293,0.8426401697692668,0.7358778625954199,0.363499245852187
0.0,NN,RUS,0.790536641661858,0.5679768246030409,0.8274568213644,0.6809160305343511,0.3328358208955224
0.0,SVM,SMOTE,0.9288805539526832,0.7463591273538693,0.9326619575750077,0.7221374045801526,0.6515151515151515
0.0,NN,SMOTE,0.9399884593190998,0.7504096305115678,0.9397101232790196,0.7221374045801526,0.7070254110612855
0.0,SVM,ADASYN,0.9353721869590306,0.7622518542482385,0.9370623311658982,0.6824427480916031,0.7117834394904459
0.0,NN,ADASYN,0.9365262550490479,0.7530523944573998,0.9348412608830433,0.7038167938931298,0.682962962962963
0.0,SVM,Borderline-SMOTE,0.9405654933641084,0.7656410189452183,0.9403341135843617,0.7450381679389313,0.7011494252873564
0.0,NN,Borderline-SMOTE,0.9474899019042123,0.7869774234020611,0.9468677445925391,0.7618320610687023,0.7306002928257687
0.1,SVM,None,0.9421523369878823,0.7611962673323189,0.9384212566974268,0.6427480916030535,0.759927797833935
0.1,NN,None,0.9355164454702828,0.7412042461886844,0.9335340171363952,0.6564885496183206,0.7003257328990228
0.1,SVM,ROS,0.9122908251586843,0.7060570551140612,0.9195893459101484,0.7007633587786259,0.5832274459974587
0.1,NN,ROS,0.9345066358915176,0.7411475859554014,0.9334534408613597,0.6763358778625954,0.687888198757764
0.1,SVM,RUS,0.8163589151759953,0.5895809393890928,0.8487176532076682,0.6534351145038167,0.3664383561643836
0.1,NN,RUS,0.7840450086555106,0.5437987363558595,0.8240574653331735,0.5908396946564886,0.3190436933223413
0.1,SVM,SMOTE,0.9241200230813618,0.7273901162101201,0.9284009139720323,0.6625954198473283,0.6536144578313253
0.1,NN,SMOTE,0.928736295441431,0.7311392268662801,0.9286300735770948,0.6473282442748092,0.6708860759493671
0.1,SVM,ADASYN,0.9261396422388921,0.7300180714707065,0.9306013383430922,0.6732824427480916,0.6671709531013615
0.1,NN,ADASYN,0.9301788805539527,0.7231224737951543,0.9272284223325409,0.601526717557252,0.6985815602836879
0.1,SVM,Borderline-SMOTE,0.9353721869590306,0.7363561767276523,0.9354201233804933,0.6916030534351145,0.6990740740740741
0.1,NN,Borderline-SMOTE,0.9309001731102136,0.7334365093217463,0.9314819586364638,0.6793893129770993,0.658284023668639
0.25,SVM,None,0.9340738603577611,0.736230492932309,0.9273959726265376,0.5053435114503817,0.7880952380952381
0.25,NN,None,0.9297461050201962,0.7322648115466052,0.929066212113215,0.5954198473282443,0.6866197183098591
0.25,SVM,ROS,0.9072417772648587,0.6849781721666593,0.9154382928729906,0.6305343511450382,0.5784313725490197
0.25,NN,ROS,0.9148874783612233,0.6680929765679284,0.9061819732380679,0.3816793893129771,0.6811989100817438
0.25,SVM,RUS,0.8146278130409694,0.5769129944170782,0.8487536752692189,0.6061068702290077,0.3599274705349048
0.25,NN,RUS,0.7810155799192152,0.5408737681290153,0.8225023374899044,0.6045801526717557,0.30414746543778803
0.25,SVM,SMOTE,0.9161858049624928,0.6936846656022496,0.9220585043962521,0.583206106870229,0.6441821247892074
0.25,NN,SMOTE,0.9117137911136757,0.671347669193126,0.910607576309278,0.5068702290076336,0.6299810246679317
0.25,SVM,ADASYN,0.9213791113675707,0.7078151909371141,0.926252238129696,0.5893129770992367,0.6760070052539404
0.25,NN,ADASYN,0.9125793421811886,0.6563351108898264,0.9062529229174737,0.45038167938931295,0.6344086021505376
0.25,SVM,Borderline-SMOTE,0.9166185804962492,0.6790861777760872,0.9199559465455207,0.467175572519084,0.723404255319149
0.25,NN,Borderline-SMOTE,0.9215233698788229,0.7086668164954197,0.9226737141147784,0.6244274809160305,0.6370716510903427
0.4,SVM,None,0.9262839007501442,0.7149932810341723,0.9147056533850249,0.36335877862595417,0.8263888888888888
0.4,NN,None,0.9252740911713792,0.7152407057000351,0.9193255584130731,0.47022900763358777,0.7368421052631579
0.4,SVM,ROS,0.9030582804385459,0.6737187318134376,0.9116288681803805,0.5694656488549619,0.5901898734177216
0.4,NN,ROS,0.9170513560300058,0.6722761926820241,0.9107262129357147,0.4381679389312977,0.691566265060241
0.4,SVM,RUS,0.8338141950375072,0.6028990569129596,0.8628622259234436,0.650381679389313,0.4115942028985507
0.4,NN,RUS,0.8007789959607616,0.556567377658942,0.8374942252069211,0.5755725190839694,0.3375111906893465
0.4,SVM,SMOTE,0.913733410271206,0.690342814944129,0.9194696949196879,0.5480916030534351,0.6503623188405797
0.4,NN,SMOTE,0.9098384304673975,0.660545760079715,0.9023974230689645,0.4,0.645320197044335
0.4,SVM,ADASYN,0.9147432198499712,0.6912472457512647,0.920639249260874,0.5587786259541985,0.6630434782608695
0.4,NN,ADASYN,0.9098384304673975,0.6391292827019946,0.8982504051893505,0.34961832061068704,0.7111801242236024
0.4,SVM,Borderline-SMOTE,0.9117137911136757,0.6769926565946545,0.9161149169591651,0.47938931297709925,0.6767241379310345
0.4,NN,Borderline-SMOTE,0.9143104443162147,0.6663878453280706,0.9096076368261072,0.4549618320610687,0.6492374727668845
