Noise Rate,Model,mean_recall,std_recall,all_zero_floor,CV
0.0,NN,0.7355725190839695,0.02786834615964493,False,0.037886605924797485
0.0,SVM,0.7236641221374046,0.03121381419887153,False,0.04313301329168956
0.1,NN,0.6522137404580153,0.031351657099590015,False,0.04806960533762046
0.1,SVM,0.6741984732824428,0.02309333789458204,False,0.034253026089110586
0.25,NN,0.5117557251908397,0.10050510509127654,False,0.19639273220401593
0.25,SVM,0.555114503816794,0.06681548178921226,False,0.12036342291511008
0.4,NN,0.4225954198473282,0.0484645661454667,False,0.11468313159422217
0.4,SVM,0.5038167938931297,0.08604648415854566,False,0.1707892337086285
